,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
48,0.5693414079172634,0.881166011380681,0.7473054953743803,0.9794215989713502,0.4714818931848689,M
49,0.9889779784143615,0.6863444206020612,0.8012115265817157,0.6974976481422079,0.7454876942354951,M
50,0.38755228062999286,0.521070259316891,0.13933762289652712,0.39298420803281264,0.06637785436065399,R
51,0.0765457248231268,0.5450267888274181,0.10733674540381544,0.21183729142648194,0.23043170724174475,R
52,0.5425133587695529,0.783858798445054,0.7182035273287743,0.414507285025212,0.5225822719630547,M
53,0.27123796274898304,0.4416252595133817,0.5207168688997792,0.09376169615786742,4.161160601259039e-06,R
54,0.09687762588647292,0.09095409779784958,0.32413058811217604,0.5363228676687419,0.41408780485626673,R
55,0.962606171152383,0.9236245768330282,0.7612916913609721,0.8696999786075802,0.6819607777434241,M
56,0.13494232488897195,0.1958870506205464,0.5504150813837927,0.08939462815783833,0.5697103348023935,R

